relative_compactness,surface_area,wall_area,roof_area,height,orientation,glazing_area,glazing_dist,heating_load,cooling_load,floor_area_pyeong
0.9,563.5,318.5,122.5,7.0,5.0,0.4,3.0,34.29,33.31,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.4,3.0,31.28,35.22,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.4,3.0,32.12,34.7,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.4,3.0,32.05,30.11,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.4,3.0,31.84,31.6,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.4,3.0,28.67,32.43,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.4,3.0,29.67,30.65,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.4,3.0,29.47,29.77,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.4,3.0,28.91,29.64,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.4,3.0,41.26,46.44,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.4,3.0,41.3,44.18,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.4,3.0,42.49,38.81,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.4,3.0,42.08,38.23,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.4,3.0,39.32,38.17,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.4,3.0,39.84,38.48,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.4,3.0,38.89,39.66,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.4,3.0,39.68,40.1,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.4,3.0,13.97,16.08,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.4,3.0,14.22,15.39,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.4,3.0,14.1,16.57,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.4,3.0,13.78,16.6,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.4,3.0,14.07,16.11,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.4,3.0,14.03,15.47,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.4,3.0,13.94,16.7,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.4,3.0,13.86,16.1,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.4,3.0,14.32,16.35,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.4,3.0,14.56,15.84,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.4,3.0,14.33,16.99,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.4,3.0,14.08,17.02,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.4,3.0,15.16,17.04,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.4,3.0,15.18,17.63,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.4,3.0,14.72,18.1,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.4,3.0,14.9,18.22,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.4,3.0,18.48,20.78,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.4,3.0,18.71,20.72,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.4,3.0,18.48,21.54,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.4,3.0,18.46,21.53,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.4,3.0,16.47,16.9,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.4,3.0,16.35,17.14,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.4,3.0,16.55,16.56,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.4,3.0,16.74,16.0,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.4,4.0,32.85,32.95,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.4,4.0,32.67,33.06,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.4,4.0,32.21,33.95,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.4,4.0,32.74,33.88,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.4,4.0,36.45,33.98,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.4,4.0,35.73,39.92,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.4,4.0,35.4,39.22,37.06
0.9,563.5,318.5,122.5,7.0,5.0,0.4,4.0,36.57,36.1,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.4,4.0,32.38,31.53,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.4,4.0,31.66,36.2,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.4,4.0,32.15,36.21,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.4,4.0,32.75,31.0,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.4,4.0,28.93,28.2,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.4,4.0,28.05,32.35,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.4,4.0,28.64,31.14,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.4,4.0,29.52,28.43,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.4,4.0,42.77,38.33,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.4,4.0,41.73,47.59,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.4,4.0,41.32,46.23,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.4,4.0,42.96,39.56,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.4,4.0,40.68,40.36,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.4,4.0,40.4,39.67,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.4,4.0,40.6,39.85,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.4,4.0,40.11,40.77,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.4,4.0,14.37,16.61,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.4,4.0,14.48,16.74,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.4,4.0,14.32,16.9,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.4,4.0,14.44,17.32,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.4,4.0,14.6,16.85,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.4,4.0,14.7,17.2,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.4,4.0,14.47,17.23,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.4,4.0,14.66,17.74,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.4,4.0,14.54,16.81,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.4,4.0,14.62,16.88,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.4,4.0,14.53,16.9,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.4,4.0,14.71,17.39,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.4,4.0,15.34,17.86,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.4,4.0,15.29,17.82,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.4,4.0,15.09,18.36,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.4,4.0,15.3,18.24,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.4,4.0,19.06,21.68,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.4,4.0,19.13,21.54,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.4,4.0,19.0,22.25,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.4,4.0,18.84,22.49,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.4,4.0,16.44,17.1,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.4,4.0,16.9,16.79,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.4,4.0,16.94,16.58,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.4,4.0,16.77,16.79,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.4,5.0,32.84,32.88,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.4,5.0,32.72,33.23,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.4,5.0,32.21,33.76,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.4,5.0,32.73,34.01,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.4,5.0,35.67,33.94,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.4,5.0,35.01,33.14,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.4,5.0,34.72,38.79,37.06
0.9,563.5,318.5,122.5,7.0,5.0,0.4,5.0,35.24,37.27,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.4,5.0,32.31,29.69,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.4,5.0,31.81,31.2,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.4,5.0,31.12,36.26,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.4,5.0,32.06,35.71,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.4,5.0,30.0,29.93,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.4,5.0,29.5,29.56,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.4,5.0,29.06,33.84,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.4,5.0,29.92,32.54,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.4,5.0,42.11,38.56,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.4,5.0,41.96,37.7,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.4,5.0,41.09,47.01,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.4,5.0,40.79,44.87,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.4,5.0,38.82,39.37,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.4,5.0,39.72,39.8,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.4,5.0,39.31,37.79,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.4,5.0,39.86,38.18,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.4,5.0,14.41,16.69,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.4,5.0,14.19,16.62,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.4,5.0,14.17,16.94,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.4,5.0,14.39,16.7,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.4,5.0,12.43,15.59,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.4,5.0,12.63,14.58,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.4,5.0,12.76,15.33,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.4,5.0,12.42,15.31,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.4,5.0,14.12,16.63,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.4,5.0,14.28,15.87,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.4,5.0,14.37,16.54,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.4,5.0,14.21,16.74,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.4,5.0,14.96,17.64,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.4,5.0,14.92,17.79,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.4,5.0,14.92,17.55,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.4,5.0,15.16,18.06,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.4,5.0,17.69,20.82,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.4,5.0,18.19,20.21,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.4,5.0,18.16,20.71,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.4,5.0,17.88,21.4,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.4,5.0,16.54,16.88,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.4,5.0,16.44,17.11,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.4,5.0,16.48,16.61,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.4,5.0,16.64,16.03,66.7
